gorgiasdomain,executionid,timestamp,summarize_question,automated,processed_question,cluster,summary_question
psychobunny,5319a435-f273-4793-afc9-656185545a92,2024-06-07T04:26:17.440999,"""Can a submitted return be adjusted to an exchange for a different size of the same item?""",True,submitted return adjusted exchange different size item,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,a3d21ad2-8d41-4e10-9440-d8a18c0ff437,2024-06-07T04:19:16.279000,"""How long does it take for a refund to be reflected on my account?""",False,long take refund reflected account,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,a3d21ad2-8d41-4e10-9440-d8a18c0ff437,2024-06-07T04:19:16.279000,"""Can I receive a discount coupon for my next purchase due to the inconvenience caused?""",False,receive discount coupon next purchase due inconvenience caused,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,d92950c4-084b-416c-85d1-cdc412f11892,2024-06-07T03:38:59.286999,"""When will my order arrive?""",True,order arrive,5,What is the status of my order and why haven't I received all items?
psychobunny,0e66663d-ec62-416c-84b1-96fd16e1bd7a,2024-06-07T03:10:41.421999,"""Why haven't I received my order when the tracking information says it has been delivered?""",True,received order tracking information says delivered,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,86ba71a2-0cc1-4614-8008-16b7f5368e9a,2024-06-07T03:09:23.729000,"""Can my polo shirt order be returned and exchanged for the men's Tarrytown?""",True,polo shirt order returned exchanged men tarrytown,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,d4291ce1-f468-4d32-a535-9a28d3122d90,2024-06-07T03:02:11.556999,"""What is the status of my recent order after sending a replacement request?""",False,status recent order sending replacement request,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,1ce90e99-f248-4da5-a9b5-85f46f439544,2024-06-07T02:49:31.319000,"""Can I change the size of an item in my order if the wrong size was ordered and it's already been shipped to Mexico?""",True,change size item order wrong size ordered already shipped mexico,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,ea3f4c35-95af-44ca-bec0-2650dbc9e97e,2024-06-07T02:44:33.451999,"""What should I do if items are missing from my order?""",False,items missing order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,bf34c092-a398-4476-b1df-18eac9b8f7ac,2024-06-07T02:36:59.680000,"""Can I change the size of the product I ordered?""",True,change size product ordered,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,4e8563d1-58ef-4b30-96c9-8bf55f652773,2024-06-07T02:36:36.368999,"""Where is my package?""",True,package,5,What is the status of my order and why haven't I received all items?
psychobunny,67bee39f-980c-4fa1-9149-123eeb55b4e9,2024-06-07T02:30:54.186000,"""What does the statement 'my return consists of items that require additional attention' mean when all returned items are new with original tags and within the 30-day return period?""",True,statement return consists items require additional attention mean returned items new original tags within return period,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,67bee39f-980c-4fa1-9149-123eeb55b4e9,2024-06-07T02:30:54.186000,"""Can my return be processed and credit issued before the end of the month to avoid credit card interest charges?""",True,return processed credit issued end month avoid credit card interest charges,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,30db5dbe-1e18-4e6a-8492-4b3ff3630268,2024-06-07T02:28:25.726000,"""How can I update the shipping address for my order that has the wrong address?""",False,update shipping address order wrong address,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,3ae40661-4d5a-4c95-b836-1ee4d88228f2,2024-06-07T02:24:32.584000,"""Why were two shirts from my order missing when the package arrived?""",False,two shirts order missing package arrived,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,f9415381-7e8b-4431-ac24-82dd6ad6423b,2024-06-07T02:20:14.029000,"""What should I do if I received the wrong shirt size?""",True,received wrong shirt size,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,962eaab0-61fd-41be-8e3c-0d876eeb8613,2024-06-07T02:18:03.132999,"""How can I return an item if the online return process is unavailable?""",False,return item online return process unavailable,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,962eaab0-61fd-41be-8e3c-0d876eeb8613,2024-06-07T02:18:03.132999,"""Can I return an item that does not meet my expectations but is not marked down by 50% or more?""",False,return item meet expectations marked 50,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,962eaab0-61fd-41be-8e3c-0d876eeb8613,2024-06-07T02:18:03.132999,"""What should I do if the system prevents me from initiating a return within the 30-day return window?""",False,system prevents initiating return within return window,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,14f97666-01f4-44d5-b95c-f49960b13046,2024-06-07T02:14:04.756999,"""How can I return a shirt that doesn't fit when the online return system states it is unavailable to return?""",True,return shirt fit online return system states unavailable return,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,14f97666-01f4-44d5-b95c-f49960b13046,2024-06-07T02:14:04.756999,"""What should I do if only one out of three shirts fits and the other two do not, but the return is unavailable?""",True,one three shirts fits two return unavailable,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,61dc0036-2afa-4d76-bf24-30371dc04335,2024-06-07T02:11:23.697000,"""What should I do if my package is marked as delivered but I have not received it?""",False,package marked delivered received,5,What is the status of my order and why haven't I received all items?
psychobunny,61dc0036-2afa-4d76-bf24-30371dc04335,2024-06-07T02:11:23.697000,"""Can assistance be provided for a package that was not cheap and has not arrived in over 2 weeks?""",False,assistance provided package cheap arrived 2 weeks,5,What is the status of my order and why haven't I received all items?
psychobunny,61dc0036-2afa-4d76-bf24-30371dc04335,2024-06-07T02:11:23.697000,"""What steps can be taken when neighbors and building personnel have not seen the missing package?""",False,steps taken neighbors building personnel seen missing package,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,38ea5003-7a79-4b88-b7d3-beb214d0d773,2024-06-07T01:56:13.211999,"""How can I return items purchased online?""",True,return items purchased online,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,e2fe572c-1228-456b-9580-cc23e268e945,2024-06-07T01:52:36.667000,"""Why does the tracking indicate my package is delivered when I have not received it?""",True,tracking indicate package delivered received,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,d258b657-3eb2-4188-b562-64a146b244ad,2024-06-07T01:52:20.789999,"""What should I do if an item from my order was not delivered?""",True,item order delivered,5,What is the status of my order and why haven't I received all items?
psychobunny,d258b657-3eb2-4188-b562-64a146b244ad,2024-06-07T01:52:20.789999,"""How can I track the delivery process of the missing item?""",True,track delivery process missing item,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,d258b657-3eb2-4188-b562-64a146b244ad,2024-06-07T01:52:20.789999,"""What steps should I take if the missing item's status changes to 'Delivered' but I still haven't received it?""",True,steps take missing item status changes still received,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,22bcc8cc-ce97-403c-a514-2a573c33374a,2024-06-07T01:50:25.641999,"""How can I return an item that differs in size from others I ordered?""",True,return item differs size others ordered,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,61a5a164-4d23-4f88-9d57-a16a4fb52c3a,2024-06-07T01:48:28.431999,"""What should I do about receiving the wrong item in my order?""",False,receiving wrong item order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,61a5a164-4d23-4f88-9d57-a16a4fb52c3a,2024-06-07T01:48:28.431999,"""How can I get the correct item that I originally ordered to be sent to me?""",False,get correct item originally ordered sent,5,What is the status of my order and why haven't I received all items?
psychobunny,7a602fef-be96-4121-bb17-029fa95a9548,2024-06-07T01:44:06.601000,"""How do I return an item that doesn't fit as expected?""",True,return item fit expected,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,10b3cdee-a4c8-483f-8c37-d938e398156c,2024-06-07T01:27:18.782999,"""Why am I unable to process a return when the items were not final sale?""",False,unable process return items final sale,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,10b3cdee-a4c8-483f-8c37-d938e398156c,2024-06-07T01:27:18.782999,"""Can I get a store credit if a return is not possible?""",False,get store credit return possible,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,ade52c67-58d5-4609-b37a-91c73c3c4cd0,2024-06-07T01:18:13.704999,"""What is the status of the remaining items from my order that included multiple t-shirts?""",False,status remaining items order included multiple,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,9eff3218-4324-4ff1-8b0a-09e957955537,2024-06-07T01:15:53.959000,"""Can you update the shipping address for my order?""",False,update shipping address order,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,08ad009d-3a5a-4cee-aa8c-f137223d25df,2024-06-07T01:12:57.696000,"""Why doesn't my tracking number work?""",False,tracking number work,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,08ad009d-3a5a-4cee-aa8c-f137223d25df,2024-06-07T01:12:57.696000,"""The tracking link provided does not function, what should I do next?""",False,tracking link provided function next,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,a4f378c2-2d5d-484b-9deb-060796600e94,2024-06-07T01:06:29.634000,"""When will my last shirt from the order arrive?""",False,last shirt order arrive,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,2470eaa7-6513-40ca-b5ac-15e2d1a0a49a,2024-06-07T01:03:08.677000,"""What should I do if I received the wrong shirt in my order?""",True,received wrong shirt order,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,b2dbc091-b3f5-4dec-ad9c-d99c92421b60,2024-06-07T00:42:17.171999,"""Can I have the tracking number for my June 1st order?""",True,tracking number june 1st order,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,45fae60c-d5f0-4265-a64c-61cc77a14bc2,2024-06-07T00:27:46.543999,"""Will I be receiving the missing black shirt from my order or getting a refund?""",False,receiving missing black shirt order getting refund,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,dd9e590a-d0e9-4acf-a59b-c312e34be5a1,2024-06-07T00:24:33.904000,"""Why doesn't the tracking number provided work, and why have I not received my order yet?""",True,tracking number provided work received order yet,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,ff913097-ea10-4d73-a808-e91148376818,2024-06-07T00:11:52.411000,"""Why does the tracking information show that there is no shipment for the t-shirt sent by FedEx a week ago?""",False,tracking information show shipment sent fedex week ago,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,dac3696f-af04-4e13-ae68-4777bf1bc0bf,2024-06-07T00:11:01.210999,"""Why haven't I received the remaining items from my order?""",False,received remaining items order,5,What is the status of my order and why haven't I received all items?
psychobunny,dac3696f-af04-4e13-ae68-4777bf1bc0bf,2024-06-07T00:11:01.210999,"""What should I do since the tracking link for the remaining items is not showing any status?""",False,since tracking link remaining items showing status,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,70de135e-9307-4abc-9866-02f016a87cb0,2024-06-07T00:07:21,"""Why haven't I received tracking information for my order placed 4 days ago?""",False,received tracking information order placed 4 days ago,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,70de135e-9307-4abc-9866-02f016a87cb0,2024-06-07T00:07:21,"""What can I do if the tracking information provided shows 'No record of this tracking number' on the carrier's website?""",False,tracking information provided shows record tracking number carrier website,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,70de135e-9307-4abc-9866-02f016a87cb0,2024-06-07T00:07:21,"""When will my order arrive if it was intended as a birthday gift for this weekend?""",False,order arrive intended birthday gift weekend,5,What is the status of my order and why haven't I received all items?
psychobunny,db227ddf-93c3-470c-bc96-166bbc11e9cc,2024-06-07T00:06:13.438999,"""Why is there no tracking information available for my shipped order, and why haven't I received my items?""",False,tracking information available shipped order received items,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,db227ddf-93c3-470c-bc96-166bbc11e9cc,2024-06-07T00:06:13.438999,"""Can you resend the items since they have not been delivered and there is no tracking update?""",False,resend items since delivered tracking update,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,bfea4ff4-43ae-4b09-8b78-32b13be37b26,2024-06-06T23:57:08.641999,"""When will I see the refund amount on my credit card?""",False,see refund amount credit card,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,0dce117d-7cb2-4d6b-a50c-a459c6accc9e,2024-06-06T23:46:01.348000,"""Can you change the shipping address for my order to a new one provided?""",True,change shipping address order new one provided,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,18549d9a-12b1-464a-b263-ae5c83d43d1b,2024-06-06T23:43:27.641000,"""How can I return items if I do not know my order ID?""",True,return items know order id,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,e2e564c3-754f-42f0-a4c7-62f34b38ceb3,2024-06-06T23:41:01.960000,"""Can you confirm if golf balls were included in my order since I spent over $150?""",False,confirm golf balls included order since spent 150,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,830d31af-9cf7-4440-a611-4c8faca321d3,2024-06-06T23:40:49.871000,"""Why did I not receive my golf balls with my order?""",False,receive golf balls order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,9dd762a7-15f1-46c2-9237-592274d004cf,2024-06-06T23:39:53.388999,"""Why was I charged for golf charges during a return and exchange?""",True,charged golf charges return exchange,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,63633c13-0891-4ed2-9b7f-7212672f998b,2024-06-06T23:36:16.128999,"""Why haven't I received my order when the tracking status indicates it has been delivered?""",True,received order tracking status indicates delivered,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,2ba1dcc3-8ca2-4c8e-9922-e5bacdc69121,2024-06-06T23:24:01.483000,"""Why haven't I received the item I ordered a while ago?""",False,received item ordered ago,5,What is the status of my order and why haven't I received all items?
psychobunny,acd05ab1-0896-4241-9582-951db7eb77a7,2024-06-06T23:23:15.828999,"""Can you correct the email address associated with my online purchase?""",True,correct email address associated online purchase,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,34c66632-6707-4038-af7a-d09df656e1fe,2024-06-06T23:07:01.046999,"""How can I remove an unwanted item from my order?""",False,remove unwanted item order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,60327501-8fe3-4b7f-b644-3dbf41304fa8,2024-06-06T23:03:50.328000,"""How can I cancel my order?""",False,cancel order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,86d9ae3a-7f91-4944-a6d5-1d250333d16b,2024-06-06T22:42:12.372999,"""Why did I receive only one of the two shirts I ordered when the delivery status says both have arrived?""",True,receive one two shirts ordered delivery status says arrived,5,What is the status of my order and why haven't I received all items?
psychobunny,86d9ae3a-7f91-4944-a6d5-1d250333d16b,2024-06-06T22:42:12.372999,"""What should I do if the tracking number provided for my order is invalid?""",True,tracking number provided order invalid,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,86d9ae3a-7f91-4944-a6d5-1d250333d16b,2024-06-06T22:42:12.372999,"""How can I get the missing item from my order delivered?""",True,get missing item order delivered,5,What is the status of my order and why haven't I received all items?
psychobunny,1c54df01-9ec1-40ed-b787-ce8f89f38591,2024-06-06T22:33:49.197000,"""Why is there an error message when I click on the 'track shipment' link for my package?""",True,error message click shipment link package,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,d639b02f-2ea8-43a4-b958-e5b89a9cc17b,2024-06-06T22:24:29.953000,"""How can I cancel my order?""",False,cancel order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,d20c1b62-8bcb-49c5-a0c6-5e195b307e3f,2024-06-06T22:23:17.194000,"""How can I cancel my order?""",False,cancel order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,fc523606-c129-4d63-94ba-d39b63438c7f,2024-06-06T22:21:42.474999,"""How can I change the shipping address for my order?""",False,change shipping address order,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,0ea6174a-2fdf-4bbf-9405-37ac9dffe7b3,2024-06-06T22:00:16.828000,"""Why has my order not arrived yet?""",False,order arrived yet,5,What is the status of my order and why haven't I received all items?
psychobunny,cb685d88-53d4-43bc-bd1f-242469f36b9d,2024-06-06T21:47:32.348000,"""Why did I receive pants instead of the shirt I exchanged for?""",False,receive pants instead shirt exchanged,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,7e629bd8-3228-42eb-9f15-66fa818a745c,2024-06-06T21:39:51.678999,"""Why haven't I received my package despite being home all day and my ring camera showing no delivery?""",False,received package despite home day ring camera showing delivery,5,What is the status of my order and why haven't I received all items?
psychobunny,d6d59578-f6eb-4600-9252-4b743fffa27d,2024-06-06T21:39:11.775000,"""Why did the item I exchanged not arrive in my package?""",True,item exchanged arrive package,5,What is the status of my order and why haven't I received all items?
psychobunny,c0d246f4-1e9c-4a70-8fc3-4b7f8ce98ebc,2024-06-06T21:32:57.233000,"""What happens if an item from my order is missing from the delivery?""",True,happens item order missing delivery,5,What is the status of my order and why haven't I received all items?
psychobunny,c0d246f4-1e9c-4a70-8fc3-4b7f8ce98ebc,2024-06-06T21:32:57.233000,"""Will I receive the missing item from my order or will I get a refund?""",True,receive missing item order get refund,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,ece7e5d1-5ba3-476b-a594-35c9c7b28176,2024-06-06T21:22:12.835000,"""Can my lost shipment be resent instead of being refunded?""",False,lost shipment resent instead refunded,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,ee2d4a82-e505-4fde-9e93-d2b6955359ca,2024-06-06T21:02:18.375000,"""Why hasn't my shirt arrived yet even though I ordered it in May?""",False,shirt arrived yet even though ordered may,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,d6b74fcc-f50b-43da-b8e9-e5c3859eeee6,2024-06-06T21:02:01.911000,"""Why has my shirt not been delivered?""",False,shirt delivered,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,9776d792-b6e0-4bce-a58b-2b8eae44cb69,2024-06-06T20:51:11.013000,"""What should I do if my package tracking shows an error message and I need it by a specific date?""",True,package tracking shows error message need specific date,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,9bae1175-6de6-4635-9cd6-c9ed615b9c10,2024-06-06T20:50:57.025000,"""What should I do if an item is missing from my order?""",False,item missing order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,162a0589-9ee2-4778-93f2-bc00fe0a1ab8,2024-06-06T20:47:36.694999,"""How do I make a return when the system says my email and order number don't exist?""",True,make return system says email order number exist,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,12a836e2-3b97-4349-b7ed-7fdbb11e68ea,2024-06-06T20:43:40.230000,"""I wanted to confirm if you received the additional picture I sent to help your technical team with the shipping address issue?""",False,wanted confirm received additional picture sent help technical team shipping address issue,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,46285a39-8b58-4fa8-a3c9-ec98399e5cd8,2024-06-06T20:41:53.052000,"""Why haven't I received my two missing t-shirts, and why can't I track them on FedEx?""",False,received two missing ca track fedex,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,26697682-9bae-4601-9cc8-299c7182bc3a,2024-06-06T20:39:35.151999,"""When will the technical team respond regarding the error message I am receiving with my shipping address?""",False,technical team respond regarding error message receiving shipping address,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,e77de1c1-9434-4a4a-829a-b817367270b8,2024-06-06T20:32:06.769999,"""Can you provide me with a phone number for support?""",False,provide phone number support,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,e77de1c1-9434-4a4a-829a-b817367270b8,2024-06-06T20:32:06.769999,"""What are the correct steps to enter my shipping address during the checkout?""",False,correct steps enter shipping address checkout,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,bac81f48-b317-4bba-a350-0c376b13375c,2024-06-06T20:27:51.953999,"""Why can't I ship my order to an address that has worked for previous orders?""",True,ca ship order address worked previous orders,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,bac81f48-b317-4bba-a350-0c376b13375c,2024-06-06T20:27:51.953999,"""What steps can I take to resolve the issue of the site not accepting my shipping address?""",True,steps take resolve issue site accepting shipping address,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,b345ca82-5674-42a5-b6bc-43b3c2b673d0,2024-06-06T20:24:50.073999,"""Why has my package not been delivered?""",True,package delivered,5,What is the status of my order and why haven't I received all items?
psychobunny,b345ca82-5674-42a5-b6bc-43b3c2b673d0,2024-06-06T20:24:50.073999,"""Has my package been misshipped?""",True,package misshipped,5,What is the status of my order and why haven't I received all items?
psychobunny,b345ca82-5674-42a5-b6bc-43b3c2b673d0,2024-06-06T20:24:50.073999,"""Has the tracking information changed for my order?""",True,tracking information changed order,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,b345ca82-5674-42a5-b6bc-43b3c2b673d0,2024-06-06T20:24:50.073999,"""Can I get a refund since my package was not delivered?""",True,get refund since package delivered,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,d1c4c08c-63ed-4a9e-9a6d-05ab79863381,2024-06-06T20:24:42.196000,"""Why has my package not been delivered, and can I get a refund?""",True,package delivered get refund,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,b7b24f1e-f652-47ef-941b-b542654736c6,2024-06-06T20:24:39.969000,"""When will the missing item from my order be shipped?""",True,missing item order shipped,5,What is the status of my order and why haven't I received all items?
psychobunny,ef61eee6-5ef2-4713-a738-51090a80cb5a,2024-06-06T20:14:34.598000,"""Can you show me an example of a valid address format for France because my address is not being accepted?""",True,show example valid address format france address accepted,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,fc2d4595-5cee-4dd0-9fd1-0db37c1f3b05,2024-06-06T20:05:57.259000,"""What size will my order be shipped in since the requested size is unavailable?""",True,size order shipped since requested size unavailable,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,fc2d4595-5cee-4dd0-9fd1-0db37c1f3b05,2024-06-06T20:05:57.259000,"""How long will it take for my order to arrive at my address?""",True,long take order arrive address,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,c77a9246-8614-48fe-a755-bbd41729cc48,2024-06-06T20:05:16.805999,"""Can you provide an example of a valid address format for France?""",False,provide example valid address format france,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,b22c563f-f89c-4eec-9a8d-dc57a0db4d8c,2024-06-06T19:55:47.003999,"""Where is the missing item from my order?""",True,missing item order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,9a3e18b9-920f-4084-a58b-21f37c44abc6,2024-06-06T19:53:59.769000,"""Why can't my order be shipped to my usual address, and what can be done to resolve this issue?""",True,ca order shipped usual address done resolve issue,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,10a6fe4c-155f-45a2-a5a4-c4440477dbf8,2024-06-06T19:52:02.157999,"""Why haven't I received the fuschia polo from my order?""",False,received fuschia polo order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,10a6fe4c-155f-45a2-a5a4-c4440477dbf8,2024-06-06T19:52:02.157999,"""Can I choose a different item of the same price since the originally ordered item is no longer available and the sale is over?""",False,choose different item price since originally ordered item longer available sale,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,10a6fe4c-155f-45a2-a5a4-c4440477dbf8,2024-06-06T19:52:02.157999,"""Are there issues accessing emails sent to customer service from my email address?""",False,issues accessing emails sent customer service email address,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,d7dfdea6-fa79-4964-b70f-db948c43400e,2024-06-06T19:48:26.104000,"""Why is my usual address not being accepted for delivery?""",True,usual address accepted delivery,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,9b8f6154-d92a-49f6-ac92-fcfb61fab58c,2024-06-06T19:45:31.496000,"""Why is my usual address not being accepted for delivery?""",True,usual address accepted delivery,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,9b8f6154-d92a-49f6-ac92-fcfb61fab58c,2024-06-06T19:45:31.496000,"""Can you help me validate delivery to my home address in France?""",True,help validate delivery home address france,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,e4023bb6-bb0a-4178-8552-ba6b6d1e2de7,2024-06-06T19:45:25.901000,"""How can I remove an unwanted item from my order before it gets shipped?""",False,remove unwanted item order gets shipped,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,3a91c9d3-35b9-4970-a08f-ae010fd91376,2024-06-06T19:42:33.200999,"""Why haven't I received my package despite the tracking status showing 'Delivered to agent for final delivery'?""",True,received package despite tracking status showing agent final delivery,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,232e08ab-691a-4609-8708-fe3fb88c7fd6,2024-06-06T19:39:15.029000,"""Can you confirm if you have received my correct shipping address?""",True,confirm received correct shipping address,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,a317ea94-8c88-4206-8415-c5fcc53b3b7b,2024-06-06T19:38:40.565999,"""Why haven't I received one item from my order and what should I do next?""",False,received one item order next,5,What is the status of my order and why haven't I received all items?
psychobunny,7f66dd63-b1d3-4690-911c-e47fdeaddbc3,2024-06-06T19:38:07.755000,"""How will the issue of the missing items from my order be resolved?""",False,issue missing items order resolved,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,cf93029c-2b50-4cee-9485-be5f5d7bd9a8,2024-06-06T19:37:55.433000,"""Why have I not received one of the items I ordered?""",True,received one items ordered,5,What is the status of my order and why haven't I received all items?
psychobunny,d9c696f9-d3b9-4b33-8de4-b195f3f193de,2024-06-06T19:36:14.463999,"""What should I do if I never received my polo that was marked as delivered?""",False,never received polo marked delivered,5,What is the status of my order and why haven't I received all items?
psychobunny,d9c696f9-d3b9-4b33-8de4-b195f3f193de,2024-06-06T19:36:14.463999,"""How can the issue of a missing delivered order be resolved?""",False,issue missing delivered order resolved,5,What is the status of my order and why haven't I received all items?
psychobunny,38d5d673-5da1-453d-b32b-6916b1a5bc31,2024-06-06T19:33:52.371999,"""How can I track a package if I received an incomplete order?""",True,track package received incomplete order,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,54674f2b-7411-4957-bff7-d61f1e7f8f90,2024-06-06T19:32:39.608000,"""What should I do about missing items from my delivery?""",True,missing items delivery,5,What is the status of my order and why haven't I received all items?
psychobunny,94a2db11-a291-4897-9a33-c2874a98550d,2024-06-06T19:31:49.786999,"""Why haven't I received the polo that was reportedly delivered 4 weeks ago?""",True,received polo reportedly delivered 4 weeks ago,5,What is the status of my order and why haven't I received all items?
psychobunny,d701167b-8c04-4abf-8226-3cfb9ad7c83f,2024-06-06T19:28:30.263000,"""What size will be sent to me if my selected size is unavailable?""",True,size sent selected size unavailable,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,c9e07ebc-7e20-4cd5-867b-c4de350bbfd5,2024-06-06T19:16:21.539999,"""Has my return been processed and when can I expect my refund?""",True,return processed expect refund,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,ddc21c46-7904-4dc3-a926-1e6204aca54d,2024-06-06T19:14:05.374000,"""When will I receive my order?""",True,receive order,5,What is the status of my order and why haven't I received all items?
