gorgiasdomain,executionid,timestamp,summarize_question,automated
psychobunny,e7eb851e-7303-4b2a-bec3-2d9322ae4b02,2024-06-06T19:05:27.101000,"""How can I place a new order if the 2 shipping methods are not available?""",false
psychobunny,76e04fa4-765f-44de-850c-962f22488224,2024-06-06T18:58:40.984999,"""What does 'pick up point' status mean for my package?""",true
psychobunny,76e04fa4-765f-44de-850c-962f22488224,2024-06-06T18:58:40.984999,"""Where should I pick up my package if it's at a 'pick up point'?""",true
psychobunny,30c197ce-dac0-4246-8366-9984b372ef6a,2024-06-06T18:57:54.094000,"""Why hasn't my order shipped from New York since May 31st?""",false
psychobunny,30c197ce-dac0-4246-8366-9984b372ef6a,2024-06-06T18:57:54.094000,"""Is there any chance my parcel will arrive before June 16th?""",false
psychobunny,dfd9dc4c-eeeb-4c1f-b23a-79c0266ab596,2024-06-06T18:57:11.588000,"""Where is the update on my missing package that is under investigation by UPS?""",false
psychobunny,dfd9dc4c-eeeb-4c1f-b23a-79c0266ab596,2024-06-06T18:57:11.588000,"""I want a response regarding the missing package from my order.""",false
psychobunny,0843fd87-8dde-41f2-ac51-9d25e03f0edd,2024-06-06T18:48:58.342999,"""Can you provide an update on the delivery date for my order or issue a refund since it's been over a month without delivery?""",false
psychobunny,6ccff685-9d04-4b27-9596-90144b1e8661,2024-06-06T18:48:48.674000,"""Why was I charged for a canceled order?""",false
psychobunny,55328b82-1615-4808-b828-c668c69e335f,2024-06-06T18:31:45.255000,"""How can I cancel my order?""",false
psychobunny,7b6460dd-f542-4aac-85b6-8dc046aed75e,2024-06-06T18:29:46.509000,"""When will my other package arrive if I am unable to track it?""",false
psychobunny,c9403ae5-69ec-44c2-badf-c14b60f95aae,2024-06-06T18:26:28.997999,"""Is my out-of-stock item going to be shipped or will my order be unfulfilled?""",true
psychobunny,31388022-e6b7-4d38-9e49-437a7a975a5c,2024-06-06T18:19:08.549000,"""What can be done about a missing item from my delivered order?""",true
psychobunny,7a54d50d-ecb8-440f-a00a-d039d4fab962,2024-06-06T18:15:31.844000,"""Why is there no information on the FedEx tracking for my order that shipped over a week ago?""",false
psychobunny,7c0009b0-772d-4835-9b9f-f46c150f98e0,2024-06-06T18:07:30.240000,"""Why have I not received an update on my order?""",true
psychobunny,3609b49d-a1bd-4b0e-bbd8-340d8dadd953,2024-06-06T18:06:48.953999,"""What is the status of my order?""",false
psychobunny,b6f46f0a-c83f-4eac-9a86-bde2b69bc4d4,2024-06-06T17:59:29.371999,"""Why was an item missing from my delivery?""",true
psychobunny,b6f46f0a-c83f-4eac-9a86-bde2b69bc4d4,2024-06-06T17:59:29.371999,"""Can you double-check my order and send me the missing item?""",true
psychobunny,ff86284a-8485-4015-ac58-7139f5163bed,2024-06-06T17:56:39.019999,"""Why did my returned box come back to me and can you provide a new return QR code?""",true
psychobunny,e786b9c9-0eaf-4bc5-97b7-5c3a22f893e4,2024-06-06T17:53:33.450000,"""Why have I not received my cap from my order?""",true
psychobunny,e786b9c9-0eaf-4bc5-97b7-5c3a22f893e4,2024-06-06T17:53:33.450000,"""Can someone contact me regarding the missing cap from my order?""",true
psychobunny,edc4e799-06b5-438b-b238-893be117a4ed,2024-06-06T17:50:31.783999,"""Can you assist with an exchange when the discount is not recognized by the portal?""",false
psychobunny,5766d2dd-7bf9-4f7a-a562-6adc3f97bf09,2024-06-06T17:49:45.411999,"""Can my full payment be canceled so I can use the payment plan option instead?""",false
psychobunny,68ffcc24-2c70-41e6-bc1d-40d3c1e7968f,2024-06-06T17:45:49.566999,"""Can I exchange an item for a different size without losing the discount?""",true
psychobunny,0428097f-6bb2-4e87-a01b-64848099778a,2024-06-06T17:43:42.453999,"""Why have I not received my cap?""",true
psychobunny,2ad2dffb-d6a8-479d-8b10-cc1f30d58315,2024-06-06T17:41:28.089999,"""How can I change the size of an item I received because it's too small?""",true
psychobunny,a9b45307-c96e-4fdd-a9bd-b8ecc3dff54d,2024-06-06T17:38:07.657999,"""Why hasn't my T-shirt order been shipped?""",true
psychobunny,052b0efc-e7fa-4d87-8652-77ca2511cf20,2024-06-06T17:37:52.463999,"""Why haven't I received the last shirt from my order despite receiving the other items?""",false
psychobunny,c9f08dc8-ba7e-40ae-8466-6fb907743226,2024-06-06T17:15:05.654999,"""Why has my order not arrived?""",true
psychobunny,a1207de4-efdc-41a4-85ad-85b4e95fedc4,2024-06-06T17:14:30.312999,"""Why hasn't my order arrived?""",false
psychobunny,5ec1f752-1300-4a46-a82f-8efd7ed3acbc,2024-06-06T17:13:46.688999,"""Why hasn't my order arrived yet?""",true
psychobunny,9789f313-a895-469a-8702-3b8f6351a765,2024-06-06T17:10:26.674000,"""Why was an item missing from my shipment?""",true
psychobunny,916e1114-f24d-496e-b3c6-7582caacf5e1,2024-06-06T17:06:39.282000,"""Why hasn’t my package been shipped yet?""",true
psychobunny,c01ecb53-5e86-4993-865c-9cbfaabb6160,2024-06-06T16:50:48.357000,"""What is the status of my order that has been placed for more than 10 days without an update?""",false
psychobunny,9de81892-1e01-40f5-818a-45a282a0a05b,2024-06-06T16:49:04.153000,"""Why haven't I received my hat from my order which was supposed to be delivered?""",true
psychobunny,b241f6cd-248a-4211-b762-61302e63c8ab,2024-06-06T16:32:52.042999,"""What is happening with the missing item from my order?""",true
psychobunny,de1a38b7-ebed-4df4-8e71-d94fd954ddb0,2024-06-06T16:24:55.993000,"""Can I get free shipping for my below $100 purchase?""",true
psychobunny,037cb9eb-16b8-47cc-98be-91d785403c10,2024-06-06T16:23:45.009999,"""Can you provide the current status of my order that I don't have a tracking number for?""",true
psychobunny,df1a41aa-bbe2-47aa-ad80-d5bc9e17a92f,2024-06-06T16:22:12.405999,"""Can I get free shipping on my purchase?""",true
psychobunny,5aeaceb7-068f-42c4-87cc-bbcb5bc77e44,2024-06-06T16:09:26.937000,"""How do I exchange an item for a different size?""",true
psychobunny,203803a0-cda5-47ba-a741-107c9377bc6e,2024-06-06T16:09:01.476999,"""What is the expected arrival date of my order?""",true
psychobunny,203803a0-cda5-47ba-a741-107c9377bc6e,2024-06-06T16:09:01.476999,"""Why hasn't my order moved from its current location?""",true
psychobunny,1794691f-2cb9-4b25-a8f1-2378cb4fea2d,2024-06-06T16:08:19.993000,"""When will my order arrive at my address?""",true
psychobunny,1794691f-2cb9-4b25-a8f1-2378cb4fea2d,2024-06-06T16:08:19.993000,"""Why has my order stopped moving on the tracking?""",true
psychobunny,529c1df5-420a-478e-b673-51771c9344ee,2024-06-06T15:58:45.746999,"""Why haven't I received any updates about the shipment of my order and why is there an error when I try to track it?""",true
psychobunny,02471c18-c6ba-45d9-9b65-231a4eec987f,2024-06-06T15:54:10.130000,"""Can you change the shirt size in my order to size 7 instead of 6?""",false
psychobunny,57759ada-0b31-45a3-a458-cb41b2c7a723,2024-06-06T15:48:45.375999,"""Why is the FedEx tracking number provided not showing any results?""",false
psychobunny,d0e92c2e-5e37-4de1-8a3e-c3cc68846186,2024-06-06T15:40:19.694999,"""Is my order out for delivery?""",true
psychobunny,06cb2b6f-f7a0-444e-8965-4e9bf6b73f13,2024-06-06T15:34:24.769999,"""Can you connect me with the person responsible for collaborations at Psycho Bunny?""",false
psychobunny,f5c7c85e-e1b8-4db6-aec2-3bd7a1de7bc9,2024-06-06T15:13:06.063999,"""Can you cancel an order and refund the full amount?""",false
psychobunny,cd7c6899-f299-48eb-a5e2-c0299c2a6a14,2024-06-06T15:12:49.596999,"""Can you help me with my order's tracking as it shows as invalid and I believe my order is lost?""",false
psychobunny,4333d707-dc1b-4d96-b1a9-667f34f30628,2024-06-06T14:56:28.648999,"""Where is my order that says delivered but I haven't received it?""",false
psychobunny,eb13daa0-819f-4474-89cd-942a395d64f7,2024-06-06T14:49:12.671000,"""How can I receive a refund for my purchase?""",true
psychobunny,c89bae8c-858a-45dc-b0e6-39fbb2c41feb,2024-06-06T14:48:03.664999,"""Why haven't I received a refund for expedited shipping when my package was delayed?""",false
psychobunny,edb557fd-831f-4431-b054-332a96e67e06,2024-06-06T14:47:24.782999,"""Why was there no status available for the original FedEx tracking number provided for my order?""",true
psychobunny,edb557fd-831f-4431-b054-332a96e67e06,2024-06-06T14:47:24.782999,"""How can this situation be improved to prevent future dissatisfaction with the tracking process?""",true
psychobunny,edb557fd-831f-4431-b054-332a96e67e06,2024-06-06T14:47:24.782999,"""What course of action would you suggest for a customer considering not to purchase from your store due to this issue?""",true
psychobunny,ee6457ab-e4d4-4301-bc7c-7cd7b656f339,2024-06-06T14:41:47.766000,"""Can you provide me with a tracking number for my order?""",true
psychobunny,9baf3edc-7e01-4a8a-9c09-f250f14d6e55,2024-06-06T14:37:04.674000,"""What is the return policy?""",true
psychobunny,9baf3edc-7e01-4a8a-9c09-f250f14d6e55,2024-06-06T14:37:04.674000,"""How can I return a store purchase without physically going to the store?""",true
psychobunny,9baf3edc-7e01-4a8a-9c09-f250f14d6e55,2024-06-06T14:37:04.674000,"""How can I generate a return label?""",true
psychobunny,9baf3edc-7e01-4a8a-9c09-f250f14d6e55,2024-06-06T14:37:04.674000,"""Where can I drop off the return package?""",true
psychobunny,77f63b27-26dc-4997-9ce6-faf7bd16722d,2024-06-06T14:33:20.443000,"""Why was only a partial refund issued when the full amount expected was higher?""",false
psychobunny,c23e22bd-5037-448d-88ee-d46b21a5ddea,2024-06-06T14:29:01.467000,"""Why wasn't my full refund issued?""",false
psychobunny,f018671a-8c16-44d9-ac40-496c21384283,2024-06-06T14:25:57.609999,"""Can I get a refund for an item I did not receive?""",false
psychobunny,841a0b9a-8241-4362-bebb-ced6dd4e2dd4,2024-06-06T14:25:27.921999,"""Why does the return process not recognize my order number when I attempt to return an item?""",true
psychobunny,ba2bfe50-229c-422f-bbb1-b3a118757996,2024-06-06T14:23:49.753999,"""Why haven't I received my items yet?""",false
psychobunny,ed1e48d3-4799-4dc7-a588-2d4c4647fdf6,2024-06-06T14:18:37.266999,"""Can I change my refund request to an exchange?""",true
psychobunny,dc42e4e5-c19f-4ca6-ad7a-1fe08b464a3f,2024-06-06T14:12:29.486999,"""Was my order shipped separately since I only received the oversized shirt?""",true
psychobunny,898063bc-d684-4554-b6c6-f2fd4108969b,2024-06-06T14:08:37.811000,"""What should I do if my order is marked as delivered but I haven't received it?""",false
psychobunny,898063bc-d684-4554-b6c6-f2fd4108969b,2024-06-06T14:08:37.811000,"""How can I proceed in resolving a delivery issue when the package can't be located after checking with neighbors and the shipping address is confirmed to be correct?""",false
psychobunny,898063bc-d684-4554-b6c6-f2fd4108969b,2024-06-06T14:08:37.811000,"""What are my next steps when I've verified my address and surroundings but still can't find my delivered order?""",false
psychobunny,c7d36d81-403b-4a2f-b37b-9057ac2525a2,2024-06-06T14:06:01.779999,"""Why did I not receive an item from my order despite the delivery notification?""",true
psychobunny,a17b060b-4dae-43c3-a092-694f1a5746ff,2024-06-06T14:05:21.078000,"""Why does my delivery status show delivered when I have missing items?""",true
psychobunny,04ba3f79-8153-4971-8c09-3f5cbccd95c9,2024-06-06T14:05:06.463000,"""Why does my order status show as delivered when items are missing?""",true
psychobunny,5fcb5689-6192-4a55-bca7-7f5322709e62,2024-06-06T14:03:55.503999,"""Can a stained polo shirt that was received be replaced?""",false
psychobunny,259e0a8f-cd03-475f-8cf3-faf48bee5720,2024-06-06T14:03:50.948999,"""Has my order been shipped?""",false
psychobunny,259e0a8f-cd03-475f-8cf3-faf48bee5720,2024-06-06T14:03:50.948999,"""I haven't received the shipping confirmation email; can you provide the shipping details?""",false
psychobunny,259e0a8f-cd03-475f-8cf3-faf48bee5720,2024-06-06T14:03:50.948999,"""The FedEx tracking link is giving me an error message; what should I do?""",false
psychobunny,259e0a8f-cd03-475f-8cf3-faf48bee5720,2024-06-06T14:03:50.948999,"""Can you confirm the whereabouts of my package since the tracking is not updating correctly?""",false
psychobunny,2d995fe8-08d5-4332-a7b7-7a8089cc8b65,2024-06-06T14:01:14.644000,"""How can I find the current status of my order?""",true
psychobunny,84633ab0-77f8-437f-9da3-c48a6446a0ca,2024-06-06T13:56:24.003999,"""What is the status of my order since I have not received the items and the tracking link provides no information?""",true
psychobunny,feeed744-be4f-4541-969b-5ffeb64cbedc,2024-06-06T13:43:49.391999,"""Why has my charged purchase not been delivered yet?""",false
psychobunny,f77b49b4-0da4-47af-b17a-5c48accbe1b8,2024-06-06T13:39:07.726000,"""Can my shipping address be updated to the correct one for my order?""",false
psychobunny,7d5a13e2-a73a-481a-a00b-9e62bb78f023,2024-06-06T13:23:07.726999,"""Why haven't I received two items from my order when the other three items have already arrived?""",false
psychobunny,1ad02df1-9aff-4f27-bcf7-480a0ee7befe,2024-06-06T13:14:26.351999,"""What is the status of the unfulfilled item in my order?""",false
psychobunny,a363d936-95eb-4139-94ef-c12641ce3df0,2024-06-06T13:03:57.038000,"""Why has my order taken longer than the expected 3-5 business days for delivery?""",false
psychobunny,98d676c9-b8e3-4646-a341-62274a9a9c1c,2024-06-06T13:02:46.828000,"""Why is there a message saying that the database cannot find my order number?""",true
psychobunny,5ead4e22-40eb-40ca-ba96-cfbd8d8f28cc,2024-06-06T12:54:51.502000,"""Can you verify why the provided tracking number for my dispatched order is coming up as invalid?""",false
psychobunny,5ead4e22-40eb-40ca-ba96-cfbd8d8f28cc,2024-06-06T12:54:51.502000,"""Why does the shipment tracking information say 'shipment cannot be found' for my recent order?""",false
psychobunny,05dc13f1-7ee8-4050-a437-a9735bc2f6cb,2024-06-06T12:43:11.862999,"""When will my order with the replacement slides be confirmed and processed?""",false
psychobunny,ac48be69-dd4c-4a37-b07b-c778169eee4b,2024-06-06T12:42:38.950999,"""Why was one of my ordered items missing upon delivery?""",false
psychobunny,f9d5f35b-5eb4-4e6d-afd4-5bcfa465b122,2024-06-06T12:41:18.809999,"""How do I successfully initiate an exchange for a different size when the online process is giving an error?""",true
psychobunny,94c0cb6d-1599-435c-befb-5466588a49cf,2024-06-06T12:24:48.790999,"""Why did I only receive five tee shirts when I paid for six?""",true
psychobunny,71e1bfda-73ea-4a4b-8534-1776a55d1f79,2024-06-06T12:20:52.316999,"""Is my ordered item shipping?""",true
psychobunny,82338373-f4db-49b7-8070-7efc3ddf4979,2024-06-06T12:13:04.903000,"""Why is my order appearing as lost and can you look into it?""",true
psychobunny,5c73b392-8fb6-412b-a65c-9cbbe800167a,2024-06-06T12:00:56.579999,"""Why is there still a problem with the tracking number after 48 hours?""",false
psychobunny,60ef30ca-4e0a-40bf-b6cd-f94a9d021c55,2024-06-06T11:53:35.029999,"""How do I proceed with an exchange if the item is marked as not suitable for return?""",false
psychobunny,cfba4bbe-8e04-4b6c-bfff-083eb7c8a5db,2024-06-06T11:48:48.388000,"""How can I change a shirt I ordered because it's not the right size?""",true
psychobunny,9770c96c-2e42-47ee-99b2-adeb5bb75b9e,2024-06-06T11:41:33.799999,"""Why can't I track my order?""",true
psychobunny,ce9479b9-3c68-40aa-9de4-95d9994be99d,2024-06-06T11:35:32.778000,"""When will I receive the replacement for the shirt I returned?""",false
psychobunny,50777bcd-1464-4fff-89a3-14829944ef12,2024-06-06T11:23:46.752000,"""Can you check the status of my shipped order which the tracking indicates has not been dispatched?""",false
psychobunny,ba63f6e9-fd40-49c6-81bc-c8dfb7605a1a,2024-06-06T10:23:42.872999,"""Where can I find the tracking information for my order?""",true
psychobunny,57b2375c-98b1-420b-bbba-1b51235bec5d,2024-06-06T10:21:44.832999,"""Can you contact FedEx regarding the delayed shipment of my order that appears to be stuck in Woodbridge Township, NJ?""",false
psychobunny,2eef03b3-5bb5-490b-bed6-4b4f4eaf6132,2024-06-06T10:06:57.904000,"""Why hasn't my order of 4 shirts shipped on May 29 arrived yet?""",false
psychobunny,562d0d26-d868-4fda-a19f-d424c87c3a3b,2024-06-06T09:06:59.167000,"""Where is my order that shows delivered but is not at my door?""",true
psychobunny,562d0d26-d868-4fda-a19f-d424c87c3a3b,2024-06-06T09:06:59.167000,"""What steps should I take since my order status shows delivered but I haven't received it?""",true
psychobunny,562d0d26-d868-4fda-a19f-d424c87c3a3b,2024-06-06T09:06:59.167000,"""How can I follow up if my package still hasn't arrived after waiting the advised three days?""",true
psychobunny,b6b6de27-e57c-4bc6-8b2e-7f66b9a4860e,2024-06-06T09:03:09.845999,"""Why have I only received one polo shirt when I ordered two?""",false
psychobunny,b6b6de27-e57c-4bc6-8b2e-7f66b9a4860e,2024-06-06T09:03:09.845999,"""What are the next steps since the second polo shirt has not arrived within the additional two-day waiting period?""",false
psychobunny,6330ede9-358f-465c-919c-caf2e0ce4bec,2024-06-06T08:57:13.793999,"""Why have I not received my order despite it being marked as delivered?""",true
psychobunny,6330ede9-358f-465c-919c-caf2e0ce4bec,2024-06-06T08:57:13.793999,"""What are the next steps to address a delivery issue where the package has not arrived?""",true
psychobunny,6330ede9-358f-465c-919c-caf2e0ce4bec,2024-06-06T08:57:13.793999,"""How can I resolve an issue with an order that is marked as delivered but was not received?""",true
psychobunny,1fcb175f-acda-48e8-919e-28a03d113a95,2024-06-06T08:30:24.056999,"""Why haven't I received my refund after 5 days of notification?""",true
psychobunny,1cd9ab82-f530-40aa-a09a-16a315fe1a3c,2024-06-06T08:23:02.400000,"""Why hasn't my order placed on May 26 been dispatched yet?""",false
psychobunny,d82d85b3-9d0d-4d67-904d-d7961180a33d,2024-06-06T08:08:40.260999,"""Can the 10% welcome discount be applied to an order after it has been confirmed?""",false
psychobunny,6442a11f-06a7-438b-8515-cf99f785dde2,2024-06-06T08:02:23.642999,"""How can I fix a logo that has started to peel off from my product?""",true
psychobunny,9913aea1-f21d-4155-8218-7d6dc25b981c,2024-06-06T07:25:25.861000,"""Why has my order that was marked as delivered not arrived at my mailbox?""",false
psychobunny,d9a6f359-3473-4053-895b-8d183a7f7021,2024-06-06T06:55:16.006000,"""Can I get an update on the status of my order?""",true
psychobunny,12410d84-aa0e-43ee-94b1-2f5663e13510,2024-06-06T06:30:47.556999,"""Why have I not received the two shirts that are marked as delivered?""",true
psychobunny,703bfdd6-24e5-4ced-8ae0-97efdac089f0,2024-06-06T05:44:32.947999,"""Why haven't I received a response to my email about the defective shirt I purchased?""",true
psychobunny,494ff6c4-7755-4ade-bb4b-70837a9d0fde,2024-06-06T05:40:34.276999,"""What are the next steps or options to rectify the missing and incorrect items received in my order?""",false
psychobunny,116aedd7-b831-4118-a850-232f5406b1f2,2024-06-06T05:38:45.959000,"""Can my order be updated to a different size before it is shipped?""",false
psychobunny,8ec215a6-a96d-4a75-9299-49a9b2de1351,2024-06-06T05:32:58.707000,"""Can you change the size of the shirts in my order before they are shipped?""",false
psychobunny,e3454740-5121-40a6-927e-daa622d0ff18,2024-06-06T05:29:23.013000,"""Why hasn't my package arrived even though the tracking says it's been delivered?""",true
psychobunny,e3454740-5121-40a6-927e-daa622d0ff18,2024-06-06T05:29:23.013000,"""Can you investigate the discrepancy in shipping time as it's now over the promised 3-5 days delivery period?""",true
psychobunny,53ee0531-8bff-4278-b404-dc58ac497d50,2024-06-06T05:25:51.648999,"""Can a received polo shirt with a stain be replaced?""",true
psychobunny,8f3af259-21ea-400d-81ea-c31df788a675,2024-06-06T05:19:21.681999,"""Where is my order?""",true
psychobunny,c2f49dfa-ce20-4e3e-a046-4b423ca57c7e,2024-06-06T05:18:07.223000,"""Where is my order?""",true
psychobunny,9a94953e-303a-464e-b94f-2402572819ab,2024-06-06T04:29:30.967999,"""Why did only the sweaters arrive and not the golf balls from my order?""",true
psychobunny,e3387076-fde8-4999-9371-05283e60feae,2024-06-06T04:28:11.073999,"""Can you check the status of my order since there have been no tracking updates?""",false
psychobunny,17b4b4ef-ddcf-4d8f-a2cf-107963c4c0d6,2024-06-06T04:18:20.094000,"""How can the issue with the bunny logo coming off the sweatpants after a few washes be resolved?""",false
psychobunny,fc01e58e-658f-492c-9eb3-3c7d480ac970,2024-06-06T04:13:27.555999,"""How can I cancel and refund an order placed with the wrong payment method before it is shipped?""",false
psychobunny,546cecc3-51e4-4edb-9955-26548d546708,2024-06-06T03:54:36.410000,"""Can you apply my welcome discount code to my recent order?""",false
psychobunny,f45c917a-284e-4d8f-b6ea-8c9b7998279d,2024-06-06T03:25:16.890000,"""Why is my order taking so long to arrive?""",false
psychobunny,90f2f8bd-79ff-4aad-880c-c986757df8b1,2024-06-06T03:21:46.357000,"""Why has my order been delayed twice and not arrived after a week?""",true
psychobunny,35d543b0-f479-4838-bed2-5a8cb268a5ef,2024-06-06T03:14:43.707000,"""What should I do if my order arrived incomplete?""",true
psychobunny,5dc87255-6247-4b5f-aa0c-62fbccd5a517,2024-06-06T03:00:46.026999,"""Why is my order number not recognized when trying to initiate a return?""",false
psychobunny,abc7a773-af5d-4869-a906-2aa2654a016b,2024-06-06T03:00:39.003999,"""What should I do if I have not received all items from my order?""",false
psychobunny,abc7a773-af5d-4869-a906-2aa2654a016b,2024-06-06T03:00:39.003999,"""How can I track an item that has been dispatched but not delivered?""",false
psychobunny,abc7a773-af5d-4869-a906-2aa2654a016b,2024-06-06T03:00:39.003999,"""Can the missing items from my order be resent or refunded?""",false
psychobunny,47acfdfa-e013-4b1b-939b-429fe1e7dd06,2024-06-06T03:00:36.161999,"""Why is my order number not being recognized when attempting to initiate a return?""",true
psychobunny,1c057ab5-1ebd-49d6-8f68-7502bcb94ad3,2024-06-06T02:56:04.226999,"""Why haven't I received a response to my emails regarding my purchase?""",false
psychobunny,1c057ab5-1ebd-49d6-8f68-7502bcb94ad3,2024-06-06T02:56:04.226999,"""What is the status of my order placed on May 23rd?""",false
psychobunny,0d1ddacc-ce96-4270-b2db-9967c45e8ddf,2024-06-06T02:53:07.292999,"""Why is the provided tracking number not showing any record when I check it?""",true
psychobunny,728b643c-b91a-4356-81e9-bd317c01329f,2024-06-06T02:51:52.526999,"""How can I return an order that did not fit as expected?""",true
psychobunny,e3799499-d66a-41e4-a2b3-72b12e06b471,2024-06-06T02:47:08.282000,"""Did my swim trunks ship in a separate package?""",true
psychobunny,381bcc51-440b-4479-8715-c6454b7ab0c5,2024-06-06T02:47:03.707000,"""Why haven't I received tracking information for my order placed 4 days ago?""",true
psychobunny,02ee2836-f5f1-4487-bcbb-0a40fca1b4e4,2024-06-06T02:39:47.105000,"""Why has only one item from my order been delivered when I received multiple confirmation emails?""",false
psychobunny,02ee2836-f5f1-4487-bcbb-0a40fca1b4e4,2024-06-06T02:39:47.105000,"""Can the remaining items from my order be delivered before a specific upcoming date due to my travel plans?""",false
psychobunny,c33112b6-43df-4a10-8061-b599fb193a72,2024-06-06T02:33:45.536999,"""Why haven't my shirts arrived at the destination despite the tracking number indicating they have?""",false
psychobunny,d94c7f83-4943-4409-9ea1-25819aaf137c,2024-06-06T02:15:05.838000,"""Why is there no tracking information available for my dispatched package?""",false
psychobunny,d94c7f83-4943-4409-9ea1-25819aaf137c,2024-06-06T02:15:05.838000,"""Can you provide assistance with a package that has been dispatched but the tracking number is not recognized by the carrier?""",false
psychobunny,d94c7f83-4943-4409-9ea1-25819aaf137c,2024-06-06T02:15:05.838000,"""What should I do if the tracking information remains unavailable for an extended period after dispatch?""",false
psychobunny,d94c7f83-4943-4409-9ea1-25819aaf137c,2024-06-06T02:15:05.838000,"""How can customer service help when the carrier is unable to locate the package using the provided tracking number?""",false
psychobunny,4e8addc2-842d-45ad-a1be-8ac3430e99f7,2024-06-06T02:11:00.323999,"""How do I proceed with a return for my order?""",true
psychobunny,11211575-544b-48cd-befc-1e6908607c37,2024-06-06T02:05:53.865000,"""How can I confirm that the missing item from my order has been received?""",true
psychobunny,7ce35ff4-ba20-460f-bb48-48acd03a3ff2,2024-06-06T01:38:39.128000,"""Why can't I process a return for these items that were not marked over 50% off?""",false
psychobunny,7ce35ff4-ba20-460f-bb48-48acd03a3ff2,2024-06-06T01:38:39.128000,"""What can I do when the return portal does not allow me to select items for return?""",false
psychobunny,67a0bc72-4902-49f3-a1c8-0122faadd1ec,2024-06-06T01:35:17.434000,"""Why were certain items not eligible for a return when they were not marked over 50% off?""",true
psychobunny,35ead117-4a8e-4c12-9587-bdb29882d53a,2024-06-06T01:28:45.118999,"""How can I return items that are not eligible for return due to sizing issues?""",true
psychobunny,f1b18c7b-8e8f-4c49-add5-057061995b89,2024-06-06T01:26:26.796000,"""How can I get a refund for an item from a partially delivered order?""",false
psychobunny,582b4657-ece7-44f0-b1b2-f8eaa95c5172,2024-06-06T01:25:27.624000,"""Why is my order number not found when trying to exchange an item?""",false
psychobunny,582b4657-ece7-44f0-b1b2-f8eaa95c5172,2024-06-06T01:25:27.624000,"""Why does the item not meet conditions for return when attempting to exchange it?""",false
psychobunny,c2f25c43-7f41-43b7-8918-ce29c36dc344,2024-06-06T01:18:39.928999,"""Why haven't I received my order yet?""",true
psychobunny,0433d281-cedc-45ce-9238-42da7a4489f6,2024-06-06T01:13:10.937000,"""Why have I not received a shipping notification for my order when my account states the order has been filled?""",true
psychobunny,aad11cae-ad55-4129-a94c-8088b44fae36,2024-06-06T01:08:51.581000,"""Why can't I start a return for socks that do not fit?""",true
psychobunny,b03f126e-f001-4f41-a274-56e296d22ae0,2024-06-06T01:02:30.305000,"""How can I exchange items for a different size when the return portal is not recognizing my order?""",true
psychobunny,5648d50d-5437-4a05-b5b3-5b173afae53f,2024-06-06T00:52:47.513999,"""Why is there no record found when I try to track my dispatched order using the provided tracking number?""",false
psychobunny,6b4ae459-e800-4f3b-99cd-1ead0409ef2c,2024-06-06T00:51:25.607000,"""What is the status of my return request?""",true
psychobunny,56199183-b116-42e3-8d1a-35e6ee1e4205,2024-06-06T00:50:14.808000,"""What is the process for returning an item?""",true
psychobunny,ddbe1646-64ad-4cba-b89d-8dbebf78aaaa,2024-06-06T00:43:02.678999,"""How will you address the missing items from my recent order delivery?""",true
psychobunny,7f0d2a7d-f97e-448c-90ec-84aa6d9a421f,2024-06-06T00:41:56.562000,"""Why haven't I received my order yet?""",true
psychobunny,5a9a8b8f-82f8-4de0-b045-fb830e1639ba,2024-06-06T00:31:25.415999,"""How can I return an order if I'm experiencing problems?""",true
psychobunny,82a4425a-715a-4dab-9032-47927822785c,2024-06-06T00:22:31.901999,"""Why haven't I received my online order yet?""",false
psychobunny,1a46e2cc-6a49-4a19-b358-6998a45f7da6,2024-06-06T00:18:41.864000,"""What is the current status of the items missing from my delivery?""",true
psychobunny,90642d1b-8254-44c4-b121-b77322224c4c,2024-06-06T00:18:34.665999,"""What is the status of my incomplete order?""",true
psychobunny,ff129b72-279f-40b3-8b93-88af574634b4,2024-06-06T00:14:45.950999,"""How can I return an item that was delivered in the wrong size and exchange it for the correct size?""",true
psychobunny,673ab8ca-dd3b-4ddc-8870-596947e324b5,2024-06-06T00:14:24.592999,"""Why haven't all of my ordered items arrived yet?""",false
psychobunny,3ad8dc1c-88c4-4ef5-b337-a7273d748dda,2024-06-06T00:11:24.197999,"""Why have I only received 2 out of 5 t-shirts from my order?""",true
psychobunny,3ad8dc1c-88c4-4ef5-b337-a7273d748dda,2024-06-06T00:11:24.197999,"""What is happening with the shipment of the remaining 3 t-shirts since the tracking link is not working?""",true
psychobunny,a96ccfb1-acb1-44cc-865b-66368a49465b,2024-06-06T00:09:24.270999,"""Why did I receive a shirt in the wrong size?""",true
psychobunny,fd3788f4-c45c-417f-9350-7bf2822cef05,2024-06-06T00:01:44.351999,"""When will my item be shipped?""",false
psychobunny,fd3788f4-c45c-417f-9350-7bf2822cef05,2024-06-06T00:01:44.351999,"""Will my product arrive before my trip date?""",false
psychobunny,e134f4be-e887-42c7-9ef7-042e57ff1e7e,2024-06-05T23:58:12.230000,"""Can I change the size of the jacket in my order to XXL?""",true
psychobunny,5b4b1888-1730-43ce-b931-6e7f0297e95f,2024-06-05T23:55:33.778000,"""When I try to track my order, why does it say the order doesn’t exist?""",true
